date,hospital_branch,weekday,total_beds,icu_beds,occupied_beds,occupied_icu_beds,available_beds,admissions,discharges,emergency_cases,staff_available
1/17/2022,Metro Hospital,Sunday,176,32,153,28,20,29,18,13,116
1/18/2022,Metro Hospital,Sunday,234,53,236,51,2,53,31,15,93
1/19/2022,Metro Hospital,Wednesday,176,29,176,29,-1,44,42,28,81
1/20/2022,Metro Hospital,Saturday,176,31,175,14,2,46,34,30,75
1/21/2022,Metro Hospital,Wednesday,238,55,236,54,-2,41,14,11,69
1/22/2022,Metro Hospital,Monday,282,61,282,38,-1,42,39,15,107
1/23/2022,Metro Hospital,Monday,224,42,225,27,0,59,30,10,71
1/24/2022,Metro Hospital,Sunday,234,55,218,42,16,31,48,16,80
1/25/2022,Metro Hospital,Saturday,279,61,272,49,9,53,54,19,114
1/26/2022,Metro Hospital,Thursday,281,63,255,37,29,24,52,33,92
1/27/2022,Metro Hospital,Thursday,238,53,212,48,26,19,42,27,49
1/28/2022,Metro Hospital,Wednesday,227,43,204,32,23,42,41,18,82
1/29/2022,Metro Hospital,Monday,235,53,216,44,20,41,51,26,57
1/30/2022,Metro Hospital,Wednesday,281,62,267,58,10,52,53,15,105
1/31/2022,Metro Hospital,Friday,281,60,278,35,0,44,49,25,116
2/1/2022,Metro Hospital,Friday,282,64,276,40,1,55,15,27,84
2/2/2022,Metro Hospital,Monday,176,30,114,13,63,32,41,13,114
2/3/2022,Metro Hospital,Tuesday,177,30,162,11,12,42,55,23,111
2/4/2022,Metro Hospital,Friday,280,64,282,24,2,56,41,23,89
2/5/2022,Metro Hospital,Wednesday,236,55,237,52,0,41,38,13,64
2/6/2022,Metro Hospital,Sunday,226,40,196,32,27,42,41,24,115
2/7/2022,Metro Hospital,Friday,236,52,236,52,-1,66,39,25,117
2/8/2022,Metro Hospital,Tuesday,174,30,174,24,-2,49,20,32,91
2/9/2022,Metro Hospital,Monday,175,32,146,14,31,32,51,26,69
2/10/2022,Metro Hospital,Tuesday,177,33,148,24,26,29,17,12,58
2/11/2022,Metro Hospital,Thursday,228,39,200,15,22,38,43,18,70
2/12/2022,Metro Hospital,Sunday,238,55,208,47,28,26,15,14,57
2/13/2022,Metro Hospital,Saturday,173,31,177,20,0,61,30,21,92
2/14/2022,Metro Hospital,Tuesday,176,31,168,19,4,49,32,26,51
2/15/2022,Metro Hospital,Thursday,234,51,236,54,-1,61,45,24,72
2/16/2022,Metro Hospital,Sunday,173,30,174,31,-1,60,33,19,71
2/17/2022,Metro Hospital,Saturday,226,42,221,42,6,32,35,20,56
2/18/2022,Metro Hospital,Tuesday,228,42,162,39,64,23,51,10,115
2/19/2022,Metro Hospital,Monday,282,60,276,30,1,40,39,11,63
2/20/2022,Metro Hospital,Friday,225,41,228,40,-1,49,27,10,111
2/21/2022,Metro Hospital,Thursday,177,29,174,25,2,63,19,33,116
2/22/2022,Metro Hospital,Saturday,228,40,227,34,0,31,21,15,98
2/23/2022,Metro Hospital,Monday,236,54,183,51,53,36,32,30,113
2/24/2022,Metro Hospital,Tuesday,234,55,232,50,3,53,46,18,56
2/25/2022,Metro Hospital,Tuesday,282,60,229,44,47,44,52,17,68
2/26/2022,Metro Hospital,Wednesday,173,31,139,27,37,40,39,16,90
2/27/2022,Metro Hospital,Sunday,281,64,255,60,27,21,38,34,82
2/28/2022,Metro Hospital,Wednesday,279,60,281,32,-1,60,33,23,113
3/1/2022,Metro Hospital,Wednesday,175,32,168,27,8,32,38,24,109
3/2/2022,Metro Hospital,Tuesday,235,51,215,52,21,19,34,24,102
3/3/2022,Metro Hospital,Thursday,177,30,147,28,28,25,48,26,97
3/4/2022,Metro Hospital,Friday,236,53,232,52,6,44,21,15,93
3/5/2022,Metro Hospital,Wednesday,280,64,196,49,85,21,35,11,96
3/6/2022,Metro Hospital,Thursday,234,51,224,41,11,41,51,30,104
3/7/2022,Metro Hospital,Sunday,177,32,166,27,9,38,13,21,93
3/8/2022,Metro Hospital,Wednesday,174,30,141,9,35,27,24,30,85
3/9/2022,Metro Hospital,Thursday,176,30,175,24,-2,64,18,31,117
3/10/2022,Metro Hospital,Thursday,235,55,234,52,1,43,33,30,106
3/11/2022,Metro Hospital,Wednesday,224,40,180,26,47,18,23,22,97
3/12/2022,Metro Hospital,Thursday,224,42,192,37,37,50,28,15,71
3/13/2022,Metro Hospital,Sunday,176,31,176,31,2,59,34,15,69
3/14/2022,Metro Hospital,Thursday,176,32,138,3,38,24,39,31,117
3/15/2022,Metro Hospital,Friday,174,33,174,10,-2,29,23,27,52
3/16/2022,Metro Hospital,Monday,282,60,282,43,2,66,41,12,60
3/17/2022,Metro Hospital,Friday,278,61,191,34,89,61,45,21,101
3/18/2022,Metro Hospital,Friday,227,43,213,28,16,34,21,35,96
3/19/2022,Metro Hospital,Wednesday,280,60,279,29,-1,44,24,15,76
3/20/2022,Metro Hospital,Monday,225,42,201,36,29,49,16,27,67
3/21/2022,Metro Hospital,Monday,281,61,282,36,-1,32,23,24,106
3/22/2022,Metro Hospital,Friday,227,42,228,31,-1,50,37,16,110
3/23/2022,Metro Hospital,Monday,238,51,220,51,13,45,30,27,110
3/24/2022,Metro Hospital,Monday,238,54,234,51,-1,55,16,30,81
3/25/2022,Metro Hospital,Thursday,237,51,197,39,40,48,33,18,92
3/26/2022,Metro Hospital,Sunday,175,31,177,22,1,72,28,17,112
3/27/2022,Metro Hospital,Sunday,280,60,280,24,2,64,14,12,113
3/28/2022,Metro Hospital,Tuesday,282,63,278,55,1,54,28,28,107
3/29/2022,Metro Hospital,Tuesday,237,54,208,43,29,33,27,17,64
3/30/2022,Metro Hospital,Friday,173,29,147,11,28,28,48,22,96
3/31/2022,Metro Hospital,Wednesday,234,51,237,51,2,41,38,14,63
4/1/2022,Metro Hospital,Wednesday,238,54,234,43,-2,58,26,9,90
4/2/2022,Metro Hospital,Sunday,278,60,203,49,77,45,51,33,116
4/3/2022,Metro Hospital,Sunday,235,55,173,34,62,31,23,11,100
4/4/2022,Metro Hospital,Friday,278,61,279,21,2,66,40,33,115
4/5/2022,Metro Hospital,Tuesday,227,41,201,36,27,34,45,11,111
4/6/2022,Metro Hospital,Wednesday,234,55,147,47,88,41,51,19,114
4/7/2022,Metro Hospital,Sunday,177,30,174,25,0,58,26,24,115
4/8/2022,Metro Hospital,Saturday,280,62,280,47,1,56,44,10,68
4/9/2022,Metro Hospital,Friday,226,41,201,41,26,40,47,10,118
4/10/2022,Metro Hospital,Thursday,225,39,225,31,-2,54,34,30,95
4/11/2022,Metro Hospital,Saturday,279,61,218,42,61,33,29,28,55
4/12/2022,Metro Hospital,Wednesday,234,55,232,40,0,48,31,31,79
4/13/2022,Metro Hospital,Sunday,225,43,152,38,72,34,53,13,88
4/14/2022,Metro Hospital,Sunday,280,63,203,51,78,41,55,33,114
4/15/2022,Metro Hospital,Wednesday,176,31,176,29,2,25,23,34,70
4/16/2022,Metro Hospital,Friday,175,33,171,30,2,50,25,33,118
4/17/2022,Metro Hospital,Wednesday,282,62,282,32,1,59,34,19,115
4/18/2022,Metro Hospital,Monday,224,42,200,35,28,50,15,24,68
4/19/2022,Metro Hospital,Monday,174,33,131,25,41,32,48,29,105
4/20/2022,Metro Hospital,Monday,227,40,227,25,2,62,28,11,69
4/21/2022,Metro Hospital,Tuesday,227,39,227,20,0,56,20,29,97
4/22/2022,Metro Hospital,Saturday,280,61,251,62,27,59,48,17,68
4/23/2022,Metro Hospital,Friday,173,30,165,26,6,31,40,17,98
4/24/2022,Metro Hospital,Tuesday,237,54,187,49,52,31,38,25,49
4/25/2022,Metro Hospital,Monday,225,39,225,39,-1,43,28,30,86
4/26/2022,Metro Hospital,Monday,174,29,173,21,-2,42,39,32,102
4/27/2022,Metro Hospital,Tuesday,226,43,171,35,56,47,48,14,100
4/28/2022,Metro Hospital,Monday,227,42,213,18,16,29,19,25,54
4/29/2022,Metro Hospital,Saturday,237,52,235,44,2,36,31,27,103
4/30/2022,Metro Hospital,Sunday,176,30,160,9,15,49,29,23,115
5/1/2022,Metro Hospital,Wednesday,282,64,174,38,107,53,36,29,98
5/2/2022,Metro Hospital,Sunday,226,42,214,27,10,29,37,11,61
5/3/2022,Metro Hospital,Sunday,235,51,237,45,1,58,31,31,72
5/4/2022,Metro Hospital,Monday,225,42,226,40,0,43,26,30,86
5/5/2022,Metro Hospital,Sunday,226,42,177,30,49,49,46,32,98
5/6/2022,Metro Hospital,Saturday,237,54,235,48,-2,43,40,22,75
5/7/2022,Metro Hospital,Tuesday,237,55,193,43,44,52,49,14,83
5/8/2022,Metro Hospital,Saturday,278,64,278,23,-1,51,31,13,73
5/9/2022,Metro Hospital,Wednesday,279,60,279,63,-2,60,17,25,57
5/10/2022,Metro Hospital,Sunday,236,55,205,41,33,28,43,20,97
5/11/2022,Metro Hospital,Tuesday,280,63,282,24,1,32,30,26,83
5/12/2022,Metro Hospital,Saturday,228,39,158,22,70,26,46,21,95
5/13/2022,Metro Hospital,Wednesday,238,55,236,47,3,26,25,29,98
5/14/2022,Metro Hospital,Friday,174,33,175,27,-1,61,44,16,81
5/15/2022,Metro Hospital,Thursday,225,40,227,33,3,58,46,10,115
5/16/2022,Metro Hospital,Tuesday,279,60,275,19,7,26,34,24,57
5/17/2022,Metro Hospital,Thursday,278,63,279,18,0,62,32,16,58
5/18/2022,Metro Hospital,Sunday,175,33,175,28,-1,71,18,24,61
5/19/2022,Metro Hospital,Tuesday,176,29,174,31,1,43,17,35,84
5/20/2022,Metro Hospital,Monday,280,62,184,48,94,26,41,36,85
5/21/2022,Metro Hospital,Thursday,175,31,176,13,-2,58,24,18,56
5/22/2022,Metro Hospital,Monday,176,33,144,6,35,30,49,26,118
5/23/2022,Metro Hospital,Friday,279,63,282,34,2,63,34,14,103
5/24/2022,Metro Hospital,Saturday,280,61,280,20,-2,70,42,20,115
5/25/2022,Metro Hospital,Thursday,177,30,174,26,-2,30,17,30,91
5/26/2022,Metro Hospital,Saturday,226,39,204,41,19,26,46,31,70
5/27/2022,Metro Hospital,Sunday,279,62,279,39,0,39,31,15,83
5/28/2022,Metro Hospital,Tuesday,176,33,173,19,1,38,35,10,111
5/29/2022,Metro Hospital,Friday,279,61,277,35,0,44,49,29,118
5/30/2022,Metro Hospital,Monday,226,40,210,32,16,51,35,13,65
5/31/2022,Metro Hospital,Sunday,226,41,180,27,43,43,22,10,109
6/1/2022,Metro Hospital,Sunday,235,51,236,46,0,60,33,31,70
6/2/2022,Metro Hospital,Friday,225,42,228,16,1,58,36,18,70
6/3/2022,Metro Hospital,Tuesday,176,30,153,31,26,21,32,33,104
6/4/2022,Metro Hospital,Wednesday,173,32,177,28,0,30,24,19,89
6/5/2022,Metro Hospital,Monday,234,52,219,47,19,44,52,28,58
6/6/2022,Metro Hospital,Friday,278,61,263,58,20,19,36,17,61
6/7/2022,Metro Hospital,Sunday,237,52,235,34,3,43,43,18,111
6/8/2022,Metro Hospital,Monday,234,52,234,48,0,46,29,33,52
6/9/2022,Metro Hospital,Monday,238,53,179,49,54,35,32,34,110
6/10/2022,Metro Hospital,Saturday,225,39,154,24,70,26,44,20,97
6/11/2022,Metro Hospital,Friday,225,39,227,25,1,50,50,11,98
6/12/2022,Metro Hospital,Friday,225,43,220,38,9,19,18,30,95
6/13/2022,Metro Hospital,Thursday,237,53,236,51,2,72,52,11,70
6/14/2022,Metro Hospital,Thursday,177,33,175,33,0,36,26,23,86
6/15/2022,Metro Hospital,Saturday,238,52,166,41,68,30,47,10,60
6/16/2022,Metro Hospital,Tuesday,226,39,210,34,17,47,33,32,65
6/17/2022,Metro Hospital,Thursday,227,41,204,17,26,38,43,19,68
6/18/2022,Metro Hospital,Thursday,237,51,236,51,1,69,22,16,81
6/19/2022,Metro Hospital,Monday,176,31,173,25,-2,51,13,10,73
6/20/2022,Metro Hospital,Sunday,173,29,161,10,16,51,25,21,118
6/21/2022,Metro Hospital,Wednesday,174,33,172,27,5,33,35,30,109
6/22/2022,Metro Hospital,Wednesday,176,31,169,20,6,40,51,21,85
6/23/2022,Metro Hospital,Wednesday,238,52,236,54,-1,25,18,20,105
6/24/2022,Metro Hospital,Wednesday,177,31,139,25,34,41,38,19,90
6/25/2022,Metro Hospital,Thursday,176,29,177,26,1,33,23,31,71
6/26/2022,Metro Hospital,Wednesday,226,43,177,25,49,22,24,22,96
6/27/2022,Metro Hospital,Sunday,224,40,224,23,-1,28,27,18,79
6/28/2022,Metro Hospital,Saturday,227,41,206,43,22,29,42,29,82
6/29/2022,Metro Hospital,Saturday,238,54,234,52,-1,68,48,16,77
6/30/2022,Metro Hospital,Tuesday,236,53,234,48,-2,67,34,25,66
7/1/2022,Metro Hospital,Saturday,237,54,230,52,6,57,37,26,67
7/2/2022,Metro Hospital,Saturday,225,42,194,34,33,36,35,21,101
7/3/2022,Metro Hospital,Monday,174,30,167,28,8,29,38,24,63
7/4/2022,Metro Hospital,Wednesday,281,64,280,31,2,60,32,23,112
7/5/2022,Metro Hospital,Saturday,177,33,169,25,7,37,32,13,114
7/6/2022,Metro Hospital,Thursday,173,31,172,15,3,50,51,11,103
7/7/2022,Metro Hospital,Saturday,235,53,235,54,-2,55,30,22,99
7/8/2022,Metro Hospital,Tuesday,176,31,174,9,-1,54,35,12,120
7/9/2022,Metro Hospital,Wednesday,280,62,281,14,-2,44,14,32,66
7/10/2022,Metro Hospital,Saturday,224,41,164,32,61,27,44,21,120
7/11/2022,Metro Hospital,Friday,238,55,235,51,2,61,44,17,96
7/12/2022,Metro Hospital,Monday,175,32,174,29,1,49,33,26,70
7/13/2022,Metro Hospital,Friday,225,41,217,38,5,19,19,31,97
7/14/2022,Metro Hospital,Wednesday,279,64,273,58,7,30,36,19,107
7/15/2022,Metro Hospital,Sunday,282,63,215,29,64,28,34,11,117
7/16/2022,Metro Hospital,Sunday,173,30,175,24,-1,51,25,29,119
7/17/2022,Metro Hospital,Wednesday,278,61,253,21,30,27,52,18,91
7/18/2022,Metro Hospital,Tuesday,282,64,279,61,-1,47,36,21,115
7/19/2022,Metro Hospital,Wednesday,224,39,223,38,4,39,42,9,103
7/20/2022,Metro Hospital,Thursday,226,43,192,31,33,52,25,19,102
7/21/2022,Metro Hospital,Wednesday,236,53,183,39,55,63,32,12,60
7/22/2022,Metro Hospital,Friday,228,41,226,37,1,56,30,34,78
7/23/2022,Metro Hospital,Monday,226,39,220,31,7,39,32,33,64
7/24/2022,Metro Hospital,Sunday,281,63,254,48,27,55,55,31,99
7/25/2022,Metro Hospital,Tuesday,281,63,232,48,49,48,15,17,104
7/26/2022,Metro Hospital,Wednesday,282,61,281,30,0,45,23,16,78
7/27/2022,Metro Hospital,Friday,236,54,234,35,3,43,16,25,63
7/28/2022,Metro Hospital,Sunday,175,30,176,17,-2,40,13,18,91
7/29/2022,Metro Hospital,Tuesday,237,51,235,53,-2,69,49,26,58
7/30/2022,Metro Hospital,Sunday,173,33,175,24,0,49,23,12,74
7/31/2022,Metro Hospital,Wednesday,238,54,235,54,-1,43,17,8,71
8/1/2022,Metro Hospital,Monday,227,42,209,16,17,31,21,27,58
8/2/2022,Metro Hospital,Friday,227,41,209,30,15,34,21,35,93
8/3/2022,Metro Hospital,Sunday,227,41,190,38,35,57,47,15,62
8/4/2022,Metro Hospital,Wednesday,279,63,274,60,5,30,38,16,106
8/5/2022,Metro Hospital,Tuesday,175,29,177,23,1,43,38,21,104
8/6/2022,Metro Hospital,Thursday,224,42,226,32,0,58,44,10,118
8/7/2022,Metro Hospital,Thursday,281,64,274,42,8,42,52,25,78
8/8/2022,Metro Hospital,Tuesday,238,53,238,53,0,69,50,24,58
8/9/2022,Metro Hospital,Sunday,234,53,237,53,1,62,30,30,75
8/10/2022,Metro Hospital,Friday,280,60,240,63,39,29,45,18,56
8/11/2022,Metro Hospital,Tuesday,280,63,280,21,1,68,19,19,52
8/12/2022,Metro Hospital,Sunday,175,33,162,17,10,41,52,29,116
8/13/2022,Metro Hospital,Saturday,238,53,228,45,8,57,52,20,62
8/14/2022,Metro Hospital,Thursday,279,60,275,44,9,44,49,27,78
8/15/2022,Metro Hospital,Thursday,234,53,168,52,71,22,38,29,53
8/16/2022,Metro Hospital,Sunday,227,40,174,31,52,52,28,11,119
8/17/2022,Metro Hospital,Wednesday,174,32,133,31,39,25,41,15,100
8/18/2022,Metro Hospital,Thursday,238,55,206,40,32,46,38,14,113
8/19/2022,Metro Hospital,Saturday,173,30,166,16,8,31,43,19,77
8/20/2022,Metro Hospital,Tuesday,174,30,133,9,42,61,36,28,63
8/21/2022,Metro Hospital,Wednesday,225,40,212,27,12,48,47,15,67
8/22/2022,Metro Hospital,Sunday,174,32,149,6,26,57,44,20,112
8/23/2022,Metro Hospital,Thursday,176,31,144,30,30,21,51,10,114
8/24/2022,Metro Hospital,Wednesday,235,53,179,40,54,59,36,15,63
8/25/2022,Metro Hospital,Saturday,278,63,281,47,2,57,41,11,66
8/26/2022,Metro Hospital,Friday,225,39,214,32,12,34,45,21,90
8/27/2022,Metro Hospital,Friday,234,52,231,49,4,43,20,13,95
8/28/2022,Metro Hospital,Monday,177,29,176,10,2,52,49,34,79
8/29/2022,Metro Hospital,Monday,235,54,193,45,43,57,30,34,95
8/30/2022,Metro Hospital,Monday,226,39,195,40,32,35,55,16,104
8/31/2022,Metro Hospital,Saturday,177,32,177,27,-2,38,34,29,51
9/1/2022,Metro Hospital,Wednesday,235,55,233,50,0,23,24,26,95
9/2/2022,Metro Hospital,Sunday,281,63,187,40,92,28,47,33,118
9/3/2022,Metro Hospital,Tuesday,176,30,168,21,7,50,34,24,52
9/4/2022,Metro Hospital,Tuesday,225,43,225,32,-1,43,18,19,108
9/5/2022,Metro Hospital,Wednesday,176,33,173,20,0,50,35,29,117
9/6/2022,Metro Hospital,Sunday,228,39,180,31,46,50,44,34,101
9/7/2022,Metro Hospital,Monday,177,32,155,33,22,28,43,22,116
9/8/2022,Metro Hospital,Tuesday,227,43,172,30,53,54,54,24,99
9/9/2022,Metro Hospital,Tuesday,225,40,194,31,31,22,43,18,69
9/10/2022,Metro Hospital,Wednesday,173,33,176,29,2,34,31,29,59
9/11/2022,Metro Hospital,Saturday,174,31,171,26,6,39,34,12,111
9/12/2022,Metro Hospital,Monday,278,63,184,51,95,24,43,34,85
9/13/2022,Metro Hospital,Wednesday,238,51,225,45,13,21,30,29,90
9/14/2022,Metro Hospital,Monday,281,62,241,47,40,25,34,19,82
9/15/2022,Metro Hospital,Sunday,227,40,225,25,-2,57,35,22,81
9/16/2022,Metro Hospital,Saturday,280,60,279,40,-1,35,17,18,50
9/17/2022,Metro Hospital,Monday,177,33,162,31,13,27,16,29,116
9/18/2022,Metro Hospital,Monday,177,33,160,29,15,27,19,29,114
9/19/2022,Metro Hospital,Saturday,227,41,175,38,52,36,53,21,92
9/20/2022,Metro Hospital,Thursday,175,29,164,26,13,46,40,10,72
9/21/2022,Metro Hospital,Thursday,224,39,190,36,36,54,26,17,72
9/22/2022,Metro Hospital,Sunday,173,32,158,20,16,40,29,13,68
9/23/2022,Metro Hospital,Monday,224,40,228,37,2,44,38,34,85
9/24/2022,Metro Hospital,Thursday,176,30,173,24,2,33,23,33,67
9/25/2022,Metro Hospital,Friday,235,52,200,38,35,47,43,22,70
9/26/2022,Metro Hospital,Tuesday,224,43,186,33,43,52,46,12,101
9/27/2022,Metro Hospital,Sunday,173,32,175,30,0,68,20,26,58
9/28/2022,Metro Hospital,Friday,236,53,205,49,35,37,49,26,70
9/29/2022,Metro Hospital,Saturday,227,42,210,17,18,22,39,33,50
9/30/2022,Metro Hospital,Sunday,227,41,228,31,2,55,26,27,59
10/1/2022,Metro Hospital,Wednesday,237,55,231,50,2,44,26,35,61
10/2/2022,Metro Hospital,Sunday,235,55,233,33,3,47,42,18,113
10/3/2022,Metro Hospital,Wednesday,237,53,236,44,0,55,24,10,88
10/4/2022,Metro Hospital,Friday,227,43,225,23,-1,51,50,15,98
10/5/2022,Metro Hospital,Sunday,278,62,282,27,1,64,18,12,113
10/6/2022,Metro Hospital,Sunday,234,51,203,39,33,22,44,31,100
10/7/2022,Metro Hospital,Monday,281,60,282,25,0,58,36,33,82
10/8/2022,Metro Hospital,Saturday,175,30,177,24,1,57,29,23,57
10/9/2022,Metro Hospital,Monday,237,53,194,41,42,58,28,31,96
10/10/2022,Metro Hospital,Wednesday,173,30,170,20,7,43,47,21,87
10/11/2022,Metro Hospital,Saturday,228,43,224,35,-2,34,22,16,56
10/12/2022,Metro Hospital,Friday,173,30,174,14,1,46,33,26,105
10/13/2022,Metro Hospital,Sunday,226,40,195,31,33,36,39,14,114
10/14/2022,Metro Hospital,Tuesday,280,62,282,19,2,71,18,20,49
10/15/2022,Metro Hospital,Sunday,175,30,176,23,-2,71,28,15,113
10/16/2022,Metro Hospital,Thursday,176,29,147,26,29,22,34,33,51
10/17/2022,Metro Hospital,Tuesday,282,63,280,35,-1,62,41,13,108
10/18/2022,Metro Hospital,Saturday,278,62,278,19,1,67,39,24,115
10/19/2022,Metro Hospital,Tuesday,176,33,167,25,6,34,44,27,91
10/20/2022,Metro Hospital,Friday,282,61,282,34,0,44,45,9,60
10/21/2022,Metro Hospital,Thursday,177,29,149,29,30,53,40,20,108
10/22/2022,Metro Hospital,Monday,173,32,176,21,-2,49,25,11,67
10/23/2022,Metro Hospital,Sunday,238,52,234,33,2,21,18,9,103
10/24/2022,Metro Hospital,Saturday,280,64,282,41,1,60,24,33,101
10/25/2022,Metro Hospital,Sunday,177,31,169,30,5,61,47,21,90
10/26/2022,Metro Hospital,Wednesday,279,60,280,24,2,50,13,18,85
10/27/2022,Metro Hospital,Wednesday,177,33,176,32,0,22,24,32,70
10/28/2022,Metro Hospital,Saturday,228,39,224,42,2,51,28,28,63
10/29/2022,Metro Hospital,Saturday,281,62,281,23,2,52,33,14,77
10/30/2022,Metro Hospital,Wednesday,228,43,222,22,4,56,49,19,104
10/31/2022,Metro Hospital,Tuesday,227,40,227,22,-1,31,19,18,75
11/1/2022,Metro Hospital,Sunday,278,61,254,46,25,53,52,33,96
11/2/2022,Metro Hospital,Saturday,228,39,226,37,2,44,30,24,107
11/3/2022,Metro Hospital,Tuesday,175,31,169,26,7,35,41,30,93
11/4/2022,Metro Hospital,Tuesday,224,43,225,22,3,46,43,30,63
11/5/2022,Metro Hospital,Tuesday,238,51,206,42,27,31,25,17,64
11/6/2022,Metro Hospital,Saturday,234,51,187,52,52,44,36,14,73
11/7/2022,Metro Hospital,Tuesday,176,33,174,30,2,32,23,23,92
11/8/2022,Metro Hospital,Wednesday,177,30,168,20,5,43,49,18,85
11/9/2022,Metro Hospital,Thursday,278,60,278,39,-2,44,19,13,93
11/10/2022,Metro Hospital,Saturday,278,60,269,59,9,58,49,18,56
11/11/2022,Metro Hospital,Saturday,279,63,273,52,11,52,55,19,114
11/12/2022,Metro Hospital,Friday,225,42,189,37,39,34,15,15,56
11/13/2022,Metro Hospital,Tuesday,238,55,210,39,26,35,27,16,68
11/14/2022,Metro Hospital,Wednesday,228,43,194,19,31,20,52,11,96
11/15/2022,Metro Hospital,Tuesday,281,63,275,63,8,43,24,25,78
11/16/2022,Metro Hospital,Tuesday,175,32,171,32,1,43,48,23,75
11/17/2022,Metro Hospital,Friday,177,30,174,23,4,33,33,22,114
11/18/2022,Metro Hospital,Thursday,226,41,225,36,2,68,33,23,53
11/19/2022,Metro Hospital,Friday,225,42,160,32,68,25,47,11,57
11/20/2022,Metro Hospital,Thursday,280,61,240,40,39,40,18,23,53
11/21/2022,Metro Hospital,Saturday,224,41,172,30,52,54,42,33,78
11/22/2022,Metro Hospital,Friday,237,55,230,50,8,43,20,13,97
11/23/2022,Metro Hospital,Saturday,282,62,281,36,1,33,18,18,57
11/24/2022,Metro Hospital,Wednesday,238,51,206,52,30,40,47,25,51
11/25/2022,Metro Hospital,Monday,228,43,167,36,60,26,51,21,109
11/26/2022,Metro Hospital,Wednesday,173,29,176,32,-2,39,32,20,105
11/27/2022,Metro Hospital,Friday,177,32,126,31,50,24,40,24,108
11/28/2022,Metro Hospital,Friday,225,42,227,41,-1,44,46,32,69
11/29/2022,Metro Hospital,Wednesday,238,55,237,51,1,32,16,19,81
11/30/2022,Metro Hospital,Tuesday,174,32,174,30,-2,33,22,23,91
12/1/2022,Metro Hospital,Thursday,226,41,200,14,24,37,44,21,68
12/2/2022,Metro Hospital,Saturday,177,30,177,23,-2,62,27,22,91
12/3/2022,Metro Hospital,Friday,281,62,263,35,17,28,21,26,74
12/4/2022,Metro Hospital,Friday,282,61,278,26,2,62,19,22,88
12/5/2022,Metro Hospital,Thursday,175,31,177,29,1,51,29,23,111
12/6/2022,Metro Hospital,Saturday,238,53,185,51,50,43,38,12,75
12/7/2022,Metro Hospital,Tuesday,173,33,167,18,5,48,35,27,51
12/8/2022,Metro Hospital,Saturday,237,54,213,42,24,27,30,14,67
12/9/2022,Metro Hospital,Sunday,174,29,161,9,16,50,26,20,115
12/10/2022,Metro Hospital,Monday,237,52,202,43,35,53,52,29,85
12/11/2022,Metro Hospital,Sunday,282,61,281,45,0,62,32,21,119
12/12/2022,Metro Hospital,Saturday,177,30,156,32,18,29,49,21,82
12/13/2022,Metro Hospital,Sunday,236,55,235,36,0,38,34,31,78
12/14/2022,Metro Hospital,Sunday,282,61,278,60,-2,55,36,28,72
12/15/2022,Metro Hospital,Saturday,175,31,171,6,2,44,47,29,112
12/16/2022,Metro Hospital,Sunday,281,63,281,24,0,60,17,12,114
12/17/2022,Metro Hospital,Saturday,176,29,177,29,0,38,17,22,57
12/18/2022,Metro Hospital,Monday,175,29,142,7,34,30,48,28,119
12/19/2022,Metro Hospital,Monday,175,31,155,30,19,30,46,23,116
12/20/2022,Metro Hospital,Tuesday,282,61,278,34,-2,32,20,21,110
12/21/2022,Metro Hospital,Monday,176,30,153,31,18,29,46,23,118
12/22/2022,Metro Hospital,Tuesday,235,52,156,52,79,21,20,33,98
12/23/2022,Metro Hospital,Monday,175,33,167,28,6,29,36,25,61
12/24/2022,Metro Hospital,Thursday,228,39,228,35,-1,70,37,23,54
12/25/2022,Metro Hospital,Wednesday,225,39,225,43,5,47,30,27,114
12/26/2022,Metro Hospital,Wednesday,279,63,195,48,86,18,35,9,98
12/27/2022,Metro Hospital,Wednesday,225,41,212,32,12,19,33,20,51
12/28/2022,Metro Hospital,Monday,234,51,191,38,45,33,48,12,71
12/29/2022,Metro Hospital,Tuesday,237,54,218,55,18,22,37,26,64
12/30/2022,Metro Hospital,Saturday,234,53,238,47,1,44,37,28,88
12/31/2022,Metro Hospital,Monday,228,42,226,28,0,65,16,13,84
1/1/2023,Metro Hospital,Monday,236,52,237,48,-1,47,28,35,55
1/2/2023,Metro Hospital,Wednesday,228,42,222,23,8,56,52,20,105
1/3/2023,Metro Hospital,Sunday,278,63,281,39,0,39,28,14,81
1/4/2023,Metro Hospital,Wednesday,282,63,278,58,1,51,31,16,55
1/5/2023,Metro Hospital,Sunday,228,43,190,37,36,59,47,19,62
1/6/2023,Metro Hospital,Wednesday,234,53,234,52,-1,36,22,13,71
1/7/2023,Metro Hospital,Friday,279,64,245,64,39,20,44,19,95
1/8/2023,Metro Hospital,Wednesday,226,39,199,34,26,52,21,13,108
1/9/2023,Metro Hospital,Thursday,282,60,201,56,83,21,24,18,64
1/10/2023,Metro Hospital,Sunday,281,60,253,30,25,32,55,14,62
1/11/2023,Metro Hospital,Thursday,234,52,236,52,0,69,52,12,73
1/12/2023,Metro Hospital,Monday,226,39,215,29,11,29,19,21,109
1/13/2023,Metro Hospital,Tuesday,281,64,244,33,39,29,27,30,59
1/14/2023,Metro Hospital,Sunday,227,43,191,18,35,57,26,32,52
1/15/2023,Metro Hospital,Tuesday,236,53,228,39,8,24,16,36,118
